Census year,Occupation,Total Weight,Female,Male
1990,musician,990082.0,0.5933811542882307,0.4066188457117693
2007,proprietor,21598830.0,0.3881179212022133,0.6118820787977868
2000,inspector,233691.0,0.3097637478550736,0.6902362521449265
1980,baker,154980.0,0.4262485481997677,0.5737514518002322
2001,bankteller,472296.0,0.8918601893727662,0.10813981062723377
2001,artist,282654.0,0.5122092735287667,0.4877907264712334
2007,compositor,64977.0,0.4851255059482586,0.5148744940517413
2011,jeweler,126726.0,0.2298028818079952,0.7701971181920048
1860,doctor,59416.849999999926,0.004781808527379024,0.9952181914726209
2014,millwright,60082.0,0.02543190972337805,0.974568090276622
2008,farmer,837904.0,0.15778657220874945,0.8422134277912505
2004,baker,205671.0,0.4921646707605837,0.5078353292394163
2007,clergy,677547.0,0.3012425706260968,0.6987574293739032
1970,economist,140600.0,0.14366998577524892,0.8563300142247511
1910,mathematician,101.0,0.0,1.0
2001,inspector,251031.0,0.28748242248965267,0.7125175775103473
2006,secretary,5413659.0,0.9535445435333109,0.046455456466689166
1970,pharmacist,261100.0,0.14975105323630794,0.8502489467636921
2009,soldier,1386137.0,0.15892440646198752,0.8410755935380124
1960,bailiff,27920.0,0.0680515759312321,0.9319484240687679
2015,therapist,877624.0,0.7923894515191016,0.20761054848089844
2009,surgeon,884804.0,0.33072296237358784,0.6692770376264122
2008,pharmacist,271175.0,0.5268000368765557,0.47319996312344426
2013,police,1095103.0,0.1712879975673521,0.8287120024326479
2014,chiropractor,94240.0,0.44770797962648556,0.5522920203735144
2012,athlete,404135.0,0.383473344303265,0.616526655696735
1950,dietitian,24052.0,0.9504407117911192,0.04955928820888076
1980,accountant,1159380.0,0.40809743138574067,0.5919025686142594
2015,professor,1842469.0,0.4987345784379547,0.5012654215620452
1950,blacksmith,45925.0,0.001437125748502994,0.998562874251497
1920,conservationist,7512.9800000000005,0.0,1.0
1990,plasterer,50555.0,0.020630995945010385,0.9793690040549896
1940,toolmaker,95413.0,0.0010480752098770607,0.998951924790123
2011,plasterer,42501.0,0.011152678760499753,0.9888473212395003
2015,technician,3370167.0,0.5832251042752481,0.4167748957247519
1930,tradesperson,2628849.4500000007,0.07460688933708201,0.9253931106629181
2000,conductor,58298.0,0.06320971559916293,0.9367902844008371
2000,painter,264046.0,0.19006915461699855,0.8099308453830014
2006,architect,466810.0,0.22834772177117027,0.7716522782288298
2003,smith,153792.0,0.04537947357469829,0.9546205264253017
1970,craftsperson,1886400.0,0.06350720949957592,0.9364927905004241
1900,teacher,441189.89000000106,0.738083118813083,0.2619168811869169
2013,attendant,10294949.0,0.7983148823758136,0.2016851176241864
1960,gardener,306380.0,0.021019648802141133,0.9789803511978589
2008,carpenter,1924597.0,0.01754133462745707,0.9824586653725429
1900,craftsperson,110598.72000000016,0.01907653180796303,0.980923468192037
2003,librarian,2354282.0,0.8812308805826999,0.11876911941730005
1870,tailor,88922.56999999998,0.35315848383599296,0.6468415161640071
1900,judge,97612.2199999994,0.011361589768166392,0.9886384102318336
2006,dentist,170533.0,0.2108917335647646,0.7891082664352355
1880,cashier,3228.3099999999995,0.2713648937059948,0.7286351062940051
2013,designer,970054.0,0.535220719671276,0.46477928032872395
1940,plumber,204381.0,0.0067227384150190085,0.993277261584981
2014,gardener,1912931.0,0.06556744597688051,0.9344325540231195
2012,inspector,394781.0,0.3669680151780354,0.6330319848219645
2007,cabinetmaker,98643.0,0.05641555913749582,0.9435844408625041
2006,mason,300156.0,0.007242900358480257,0.9927570996415197
2002,millwright,80457.0,0.030326758392681806,0.9696732416073182
1850,scientist,602.8000000000001,0.0,1.0
1930,entertainer,41019.759999999864,0.3903330979995988,0.6096669020004011
1950,bootblack,16769.0,0.10781799749537838,0.8921820025046217
2003,operator,2024944.0,0.46967372924880885,0.5303262707511911
2006,designer,939500.0,0.568299095263438,0.431700904736562
2015,salesperson,2346299.0,0.4518699449643886,0.5481300550356114
1990,machinist,643624.0,0.04799852087554224,0.9520014791244578
1900,dancer,1084.46,0.5085480331224757,0.4914519668775243
2002,photographer,213501.0,0.39450400700699295,0.605495992993007
1980,machinist,587520.0,0.0559640522875817,0.9440359477124183
2000,photographer,186281.0,0.37666750768999524,0.6233324923100048
1910,optometrist,1105.0,0.09049773755656108,0.9095022624434389
2002,sheriff,14089.0,0.31968202143516217,0.6803179785648378
2012,cashier,5240213.0,0.7451531073259808,0.25484689267401917
2012,secretary,4980180.0,0.9444626499443796,0.05553735005562048
1980,manager,9703980.0,0.2800624073833623,0.7199375926166377
1900,postmaster,22361.039999999994,0.28584940593103025,0.7141505940689696
2014,smith,159527.0,0.04916409134503877,0.9508359086549613
1870,cashier,663.73,0.1500459524204119,0.849954047579588
2000,engineer,2902107.0,0.16294643857032148,0.8370535614296785
2006,sales,8835125.0,0.458377895049589,0.541622104950411
2011,chemist,98215.0,0.39171206027592526,0.6082879397240747
1990,newsperson,646373.0,0.522890034082488,0.47710996591751204
1850,auctioneer,660.1600000000001,0.0,1.0
2010,typesetter,48052.0,0.5154416049279946,0.4845583950720053
2015,lawyer,1265582.0,0.3810049447605924,0.6189950552394077
2004,manager,21060958.0,0.38786488249964696,0.612135117500353
2008,technician,2958662.0,0.5609978429438712,0.4390021570561288
1980,housekeeper,1019140.0,0.9437172518005377,0.056282748199462294
2000,dietitian,97500.0,0.9029641025641025,0.09703589743589744
2001,bailiff,8405.0,0.221772754312909,0.778227245687091
2002,upholsterer,60340.0,0.25145840238647665,0.7485415976135233
1960,upholsterer,68700.0,0.13158660844250364,0.8684133915574963
1960,millwright,74780.0,0.0008023535704733886,0.9991976464295266
2007,sheriff,14134.0,0.2670157068062827,0.7329842931937173
2011,proprietor,20653322.0,0.39234356584379015,0.6076564341562098
2010,jeweler,121162.0,0.2163136957131774,0.7836863042868226
2008,professor,1575754.0,0.48296751904167784,0.5170324809583222
1960,veterinarian,15800.0,0.024050632911392405,0.9759493670886076
2005,therapist,666680.0,0.7695281094378112,0.23047189056218875
1850,instructor,1060.35,0.0,1.0
2000,millwright,92317.0,0.02174030785229156,0.9782596921477085
2008,scientist,744766.0,0.401032001997943,0.598967998002057
2014,doctor,923738.0,0.35374965628782185,0.6462503437121782
2013,gardener,1914565.0,0.06836539892873839,0.9316346010712616
2003,scientist,708196.0,0.37434128405130784,0.6256587159486922
1920,painter,66436.70000000003,0.06849196302645977,0.9315080369735403
2005,jeweler,123995.0,0.24647768055163516,0.7535223194483649
1860,tailor,102718.51999999996,0.3735287463253958,0.6264712536746042
1940,therapist,20928.0,0.42942469418960244,0.5705753058103975
2005,entertainer,288690.0,0.5950223423048945,0.40497765769510546
1900,professor,9172.229999999998,0.07514857346577661,0.9248514265342234
1930,molder,111045.4199999999,0.011822549727850112,0.9881774502721499
1910,tradesperson,1891470.0,0.15398340972894098,0.846016590271059
1990,pilot,122564.0,0.037923044287066346,0.9620769557129336
2015,farmer,806441.0,0.15412038822430904,0.8458796117756909
2004,sheriff,15357.0,0.41232011460571727,0.5876798853942827
1950,painter,155082.0,0.1406997588372603,0.8593002411627397
2012,dietitian,100317.0,0.9023894255210981,0.09761057447890188
1980,welder,878980.0,0.06584905231063277,0.9341509476893672
2014,conservationist,45700.0,0.1627571115973742,0.8372428884026258
2015,veterinarian,79318.0,0.5789228170150533,0.4210771829849467
2007,plasterer,55696.0,0.012227089916690605,0.9877729100833094
2002,conductor,59300.0,0.04494097807757167,0.9550590219224283
1900,midwife,5713.2199999999975,0.9895768060743328,0.010423193925667143
1970,mathematician,16300.0,0.31901840490797545,0.6809815950920245
2000,statistician,56412.0,0.4142735588172729,0.5857264411827271
2015,electrician,993868.0,0.024687383032756863,0.9753126169672431
2015,attendant,9961837.0,0.8018340392439668,0.19816596075603324
2010,setter,78481.0,0.029599520903148532,0.9704004790968515
2013,newsperson,727422.0,0.56097148560258,0.4390285143974199
2004,upholsterer,76484.0,0.2092594529574813,0.7907405470425187
2003,machinist,483800.0,0.049596940884663085,0.950403059115337
1850,draftsperson,104.24,0.0,1.0
1930,dancer,8834.710000000003,0.8507692952004086,0.14923070479959155
2000,physicist,33314.0,0.11670769046046707,0.883292309539533
2010,accountant,2445054.0,0.6053440946498523,0.39465590535014766
1920,weaver,191621.50999999972,0.45924124071457323,0.5407587592854268
1900,molder,91874.9699999986,0.00512860031410086,0.9948713996858991
1990,baker,207945.0,0.4831758397653226,0.5168241602346775
1860,craftsperson,78032.92999999998,0.008045193228038473,0.9919548067719616
1950,boilermaker,39081.0,0.008239297868529465,0.9917607021314705
1930,secretary,998999.3800000009,0.9191915814802608,0.08080841851973918
1870,accountant,1345.02,0.0,1.0
2006,fireperson,397817.0,0.05059110093334372,0.9494088990666563
1860,engineer,27255.889999999992,0.0035188724345453413,0.9964811275654547
2015,janitor,5670284.0,0.5459028154498081,0.4540971845501918
2013,nurse,5034749.0,0.8717513027958296,0.12824869720417045
1940,librarian,991890.0,0.5348778594400588,0.4651221405599411
2006,baker,223061.0,0.5536781418535737,0.44632185814642633
2005,plumber,708814.0,0.017110271523982316,0.9828897284760176
1920,author,6682.589999999998,0.44075126560210937,0.5592487343978907
2008,librarian,2301250.0,0.8754954915806626,0.12450450841933731
1950,doorkeeper,269821.0,0.02025787466505572,0.9797421253349443
2013,teacher,6985625.0,0.7624083743401628,0.23759162565983716
1910,architect,51358.0,0.019587990186533743,0.9804120098134662
2015,sailor,37189.0,0.053591115652477886,0.9464088843475221
2008,janitor,5509322.0,0.5277006862187398,0.4722993137812602
2000,athlete,263786.0,0.3440099171297946,0.6559900828702054
2008,sheriff,12615.0,0.22711058263971462,0.7728894173602854
2000,veterinarian,65067.0,0.3977899703382667,0.6022100296617333
1870,dancer,221.26,0.0,1.0
1990,weaver,73912.0,0.671988310423206,0.32801168957679405
2011,bartender,526835.0,0.6140670228819269,0.385932977118073
1980,secretary,6095540.0,0.984063758091982,0.015936241908017994
1860,scientist,504.66999999999996,0.0,1.0
1940,pharmacist,84403.0,0.06822032392213546,0.9317796760778645
1850,professor,1170.0900000000001,0.0,1.0
1920,technician,13193.19,0.2653088449419738,0.7346911550580262
1960,physician,241920.0,0.07696759259259259,0.9230324074074074
1950,teacher,1172528.0,0.7446611083061556,0.25533889169384444
2006,physicist,12301.0,0.15502804650028454,0.8449719534997154
2006,pilot,144672.0,0.046194149524441494,0.9538058504755585
2001,teacher,5852238.0,0.7600456440766763,0.2399543559233237
2015,weaver,10936.0,0.556784930504755,0.4432150694952451
1870,huckster,35191.04999999999,0.06947505118488938,0.9305249488151107
2002,chiropractor,68807.0,0.37672039182059963,0.6232796081794003
2002,carpenter,1765452.0,0.02087284162922583,0.9791271583707741
2013,chiropractor,78069.0,0.3958933763721836,0.6041066236278164
2007,pharmacist,266051.0,0.5201295992121812,0.4798704007878189
1860,conductor,5349.56,0.0,1.0
2002,instructor,1318568.0,0.44404232470376953,0.5559576752962304
2012,sailor,34978.0,0.07956429755846532,0.9204357024415347
2007,administrator,468347.0,0.5595445257469355,0.4404554742530645
2011,photographer,274646.0,0.40638858749080636,0.5936114125091937
1850,soldier,8513.909999999996,0.0,1.0
2013,shoemaker,225145.0,0.04120899864531746,0.9587910013546825
1930,craftsperson,44201.63,0.015983347220453182,0.9840166527795469
1860,gardener,19917.76999999999,0.04790395711969766,0.9520960428803024
1980,waitstaff,2289720.0,0.9005991999021714,0.09940080009782856
1850,huckster,11253.869999999995,0.0,1.0
1880,huckster,53734.2700000002,0.05232787195210783,0.9476721280478921
1950,judge,181567.0,0.03285288626237147,0.9671471137376285
1970,tradesperson,11756500.0,0.05637732318292009,0.9436226768170799
1870,housekeeper,7800526.80000037,0.9844020355138073,0.015597964486192686
1960,administrator,330680.0,0.19789524615942905,0.8021047538405709
2010,gardener,1885856.0,0.0708092240340726,0.9291907759659274
2004,toolmaker,114266.0,0.05259657290882677,0.9474034270911732
2008,cashier,4923080.0,0.7584562915898178,0.24154370841018225
2004,newsperson,891584.0,0.60068597013854,0.39931402986146003
1950,librarian,858294.0,0.780592664052178,0.21940733594782208
1910,sheriff,10528.0,0.009498480243161094,0.9905015197568389
2000,clergy,620560.0,0.28636392935413174,0.7136360706458682
2006,machinist,462797.0,0.05299083615494483,0.9470091638450552
2001,shoemaker,283574.0,0.03912558979314042,0.9608744102068596
2005,police,1051978.0,0.17968531661308507,0.8203146833869149
1860,librarian,17430.48000000002,0.017643231855921333,0.9823567681440787
1860,blacksmith,112103.3000000004,0.006474028864449107,0.993525971135551
2011,professor,1676404.0,0.4867436489056337,0.5132563510943663
2006,manager,21482768.0,0.38343638957512366,0.6165636104248764
1930,geologist,3885.960000000002,0.03090098714346003,0.96909901285654
2012,scientist,749288.0,0.41807155593042994,0.58192844406957
1930,manager,3171824.6699999943,0.082286067848763,0.917713932151237
2011,operator,1630240.0,0.4082043134753165,0.5917956865246835
2011,waitstaff,2936147.0,0.7334326244564731,0.26656737554352694
2011,technician,3150268.0,0.562026151425847,0.43797384857415306
1930,constable,9319.849999999984,0.00436058520255155,0.9956394147974486
1880,lawyer,68225.01999999916,0.002717038412007827,0.9972829615879922
2004,clerical,12560251.0,0.7090620243178262,0.2909379756821739
2011,scientist,746450.0,0.4211293455690267,0.5788706544309733
2014,dancer,29407.0,0.848335430339715,0.15166456966028496
1940,welder,135656.0,0.016954649997051364,0.9830453500029487
1900,machinist,272179.960000007,0.009658609693380558,0.9903413903066194
2014,mechanic,12684684.0,0.2410983986672431,0.7589016013327569
1900,doorkeeper,58397.95999999988,0.008750476900220504,0.9912495230997794
2013,official,21659485.0,0.3972068587965042,0.6027931412034958
2001,physician,756576.0,0.27686841771348814,0.7231315822865119
2010,farmer,850354.0,0.15571867716268753,0.8442813228373125
1950,physician,199785.0,0.05863803588858022,0.9413619641114198
1980,therapist,232360.0,0.7230160096402135,0.27698399035978655
1960,teacher,2163540.0,0.7694241844384666,0.23057581556153342
2006,nurse,4302340.0,0.882393999544434,0.11760600045556605
1900,student,6971041.480002846,0.5170659076324989,0.4829340923675011
1990,therapist,373669.0,0.7617811485566103,0.23821885144338975
1960,chemist,96740.0,0.13810212941906141,0.8618978705809386
2008,conductor,65468.0,0.08210117920205291,0.917898820797947
2004,boilermaker,24661.0,0.014800697457524025,0.985199302542476
2010,psychologist,209881.0,0.6875943987307093,0.3124056012692907
2010,chiropractor,79202.0,0.3790055806671549,0.6209944193328452
1880,jeweler,24739.23000000001,0.009514847471000508,0.9904851525289995
2008,geologist,99298.0,0.28002578098249714,0.7199742190175029
2000,nutritionist,97500.0,0.9029641025641025,0.09703589743589744
1990,entertainer,202931.0,0.506748599277587,0.493251400722413
1860,housekeeper,1001753.2700000018,0.9590337349235707,0.04096626507642938
2014,porter,109431.0,0.23521671190064972,0.7647832880993503
2011,entertainer,315694.0,0.5601025043238073,0.4398974956761928
2008,judge,1157993.0,0.35146930939997045,0.6485306906000295
2006,welder,765232.0,0.07359336776297908,0.9264066322370209
2012,conductor,57569.0,0.06178672549462384,0.9382132745053762
2013,physician,968766.0,0.3455437123102999,0.6544562876897001
2000,gardener,1381437.0,0.08216516569340476,0.9178348343065952
1910,dancer,1204.0,0.6661129568106312,0.3338870431893688
1860,attendant,1835.2800000000002,0.8308704938755939,0.16912950612440605
2002,manager,20510481.0,0.3936095891656563,0.6063904108343436
1990,police,815675.0,0.14341373708891408,0.8565862629110859
1850,lumberjack,9419.949999999997,0.0,1.0
1920,architect,69119.02000000002,0.023797357080583604,0.9762026429194163
1910,pharmacist,60766.0,0.028074910311687455,0.9719250896883126
1900,clergy,119679.20999999924,0.10058589123374131,0.8994141087662587
1930,upholsterer,42558.40999999994,0.052113084111930004,0.9478869158880701
2004,dancer,28787.0,0.7648938757077848,0.23510612429221522
1950,fireperson,256909.0,0.015604747206209203,0.9843952527937908
1970,lawyer,603900.0,0.061599602583209144,0.9384003974167908
1920,midwife,4815.18,0.9786259288333977,0.021374071166602285
1930,mason,173901.2100000057,0.003007799658208145,0.9969922003417919
1920,bailiff,10159.769999999997,0.029278221849510386,0.9707217781504897
2009,athlete,387822.0,0.3670343611244334,0.6329656388755667
2008,waitstaff,2862771.0,0.7424198442697652,0.2575801557302348
2009,janitor,5543077.0,0.5248498261885952,0.47515017381140473
1970,bookbinder,97300.0,0.6762589928057554,0.3237410071942446
2013,laborer,8303349.0,0.1486417107121476,0.8513582892878524
2003,surveyor,143744.0,0.13599176313446126,0.8640082368655387
1920,judge,123292.16000000015,0.008887831959469268,0.9911121680405307
1900,salesperson,96613.99999999898,0.8593392261991001,0.1406607738008999
1970,newsperson,1098800.0,0.24399344739716053,0.7560065526028394
2003,dancer,32451.0,0.8711904101568518,0.12880958984314814
1980,plumber,568020.0,0.014224851237632478,0.9857751487623675
1990,jeweler,110209.0,0.29238991370940665,0.7076100862905933
2004,author,231379.0,0.551121752622321,0.44887824737767906
2013,dietitian,106462.0,0.9141101989442242,0.08588980105577577
1900,surveyor,6004.360000000001,0.0034308402560805813,0.9965691597439194
2014,artist,246494.0,0.4903364787783881,0.5096635212216118
2013,porter,104665.0,0.25717288491854967,0.7428271150814504
2004,cook,4469097.0,0.511159189429095,0.48884081057090506
2013,judge,1214166.0,0.36075791942782126,0.6392420805721788
2001,official,20108043.0,0.3944261507696199,0.6055738492303802
2005,statistician,58646.0,0.4267469222112335,0.5732530777887666
2012,cook,5664609.0,0.4876408945436481,0.5123591054563519
2002,proprietor,20279534.0,0.39656281056556825,0.6034371894344318
1870,student,1918931.1999999904,0.5054369536542007,0.49456304634579923
2003,cook,4311113.0,0.5153214494725608,0.4846785505274392
2005,accountant,2295616.0,0.5952515577518191,0.4047484422481809
1910,cabinetmaker,46131.0,0.004357156792612343,0.9956428432073876
1910,carpenter,835259.0,0.002040085769803139,0.9979599142301968
1950,toolmaker,163775.0,0.0024729049000152647,0.9975270950999847
2012,janitor,5801945.0,0.5308051007032987,0.4691948992967014
2015,musician,1903721.0,0.6294740668406767,0.37052593315932325
2006,dietitian,105086.0,0.9117865367413357,0.08821346325866433
2010,clergy,654938.0,0.2986343745514843,0.7013656254485158
1850,painter,2695.1099999999997,0.0,1.0
2009,author,235150.0,0.5892409100574102,0.41075908994258986
1900,bootblack,7860.529999999986,0.03286419618015585,0.9671358038198442
1920,auctioneer,5562.460000000002,0.0,1.0
1850,bookbinder,3522.5899999999974,0.0,1.0
1980,driver,2841420.0,0.10780525230342575,0.8921947476965743
1910,artist,37725.0,0.43082836315440687,0.5691716368455931
1960,cook,858140.0,0.6992798377887058,0.3007201622112942
2001,cashier,4076491.0,0.7810945737400131,0.21890542625998682
1900,upholsterer,21749.429999999975,0.060914699833512956,0.9390853001664871
1920,veterinarian,15216.6,0.013503673619599648,0.9864963263804004
1940,author,15411.0,0.2598144182726624,0.7401855817273376
2011,inspector,418063.0,0.38126311106220834,0.6187368889377917
1900,porter,73911.30000000012,0.014857268103794658,0.9851427318962054
2005,doorkeeper,1808634.0,0.2567379580390505,0.7432620419609496
2000,baker,227210.0,0.516702609920338,0.483297390079662
1940,boilermaker,34281.0,0.008751203290452437,0.9912487967095476
1920,surgeon,135427.54000000015,0.04358810623009172,0.9564118937699083
1910,smith,56868.0,0.005292959133431807,0.9947070408665682
2004,driver,4921283.0,0.12179872606391463,0.8782012739360854
2014,cook,5939300.0,0.49032158671897363,0.5096784132810264
2002,gardener,1345303.0,0.07961180492424383,0.9203881950757562
1910,weaver,192956.0,0.4969474906196231,0.5030525093803768
1860,guard,6504.360000000001,0.03406330522910786,0.9659366947708921
2004,scientist,689234.0,0.36903722103088354,0.6309627789691165
1980,attendant,4629100.0,0.7720161586485494,0.2279838413514506
2005,engineer,3012034.0,0.17399106384589283,0.8260089361541072
1930,blacksmith,127277.60000000018,0.002823513328346854,0.9971764866716532
1880,boilermaker,11244.10000000003,0.0008822404638877255,0.9991177595361123
1980,draftsperson,373460.0,0.1760831146575269,0.8239168853424731
1930,bootblack,16929.060000000012,0.014302625190057794,0.9856973748099421
2009,carpenter,1829708.0,0.01840621563659338,0.9815937843634066
2010,chemist,93936.0,0.4164111735649804,0.5835888264350196
1860,administrator,11012.920000000004,0.0,1.0
2000,musician,1174884.0,0.6484733812018889,0.35152661879811115
2007,athlete,395055.0,0.35024490260849755,0.6497550973915025
2008,optometrist,42205.0,0.3759033289894562,0.6240966710105438
2004,veterinarian,64698.0,0.4338619431821695,0.5661380568178306
2004,compositor,68913.0,0.459869690769521,0.540130309230479
1860,laborer,1840133.2599999933,0.019601683630238894,0.9803983163697612
2004,conductor,63866.0,0.0903923840541133,0.9096076159458867
1910,clergy,144626.0,0.1595840305339289,0.8404159694660711
2005,manager,21214242.0,0.381506348423856,0.618493651576144
1970,weaver,133000.0,0.5774436090225564,0.42255639097744363
1970,soldier,4371800.0,0.028889702182167527,0.9711102978178324
1970,chiropractor,29700.0,0.10774410774410774,0.8922558922558923
1920,statistician,2653.67,0.23113273315822994,0.7688672668417701
2014,surveyor,135913.0,0.123137595373511,0.876862404626489
1910,compositor,137046.0,0.11786553420019555,0.8821344657998045
1900,physician,130245.16000000115,0.04861263174769767,0.9513873682523024
2007,boilermaker,25789.0,0.01527783163364225,0.9847221683663577
1870,boilermaker,7193.309999999995,0.0,1.0
1990,boilermaker,28725.0,0.02311575282854656,0.9768842471714534
1960,teamster,25940.0,0.005397070161912105,0.9946029298380878
2012,mechanic,12760853.0,0.2411936725546482,0.7588063274453518
2005,lawyer,1089240.0,0.3359452462267269,0.664054753773273
1950,entertainer,36148.0,0.3849452251853491,0.6150547748146509
1960,conductor,64360.0,0.008079552517091361,0.9919204474829086
1930,guard,163478.84000000005,0.012379155614267872,0.987620844385732
2006,bookbinder,45667.0,0.5567258633148663,0.4432741366851337
1910,bartender,103505.0,0.003864547606395826,0.9961354523936041
1880,smith,39377.75000000027,0.0014002831548272723,0.9985997168451728
2013,cook,5818523.0,0.4874795545192483,0.5125204454807517
1910,janitor,129996.0,0.2554617065140466,0.7445382934859535
1960,typesetter,204040.0,0.11948637522054499,0.880513624779455
2001,secretary,5577886.0,0.9628992058998695,0.03710079410013041
2010,lawyer,1153619.0,0.3452821078709695,0.6547178921290304
2013,housekeeper,135118.0,0.7617489897719031,0.23825101022809692
2010,manager,20726442.0,0.3900725942252896,0.6099274057747104
2009,housekeeper,173256.0,0.7691508519185483,0.23084914808145174
2013,welder,753770.0,0.05487350252729613,0.9451264974727038
1940,sales,2676913.0,0.3146333108322908,0.6853666891677093
1910,sailor,66594.0,0.00151665315193561,0.9984833468480644
1870,plasterer,19203.119999999977,0.005423077083307302,0.9945769229166928
1910,instructor,22672.0,0.22097741707833451,0.7790225829216655
2013,photographer,284783.0,0.4272481152315974,0.5727518847684027
2014,compositor,43346.0,0.5345591288700227,0.4654408711299774
1870,guard,12880.61,0.0,1.0
1880,farmer,4549695.279999194,0.018720866950020038,0.9812791330499799
2007,typesetter,64977.0,0.4851255059482586,0.5148744940517413
1930,boilermaker,48875.30999999999,0.0037163958653152274,0.9962836041346848
2006,mailperson,842605.0,0.273635926679761,0.726364073320239
1930,welder,56552.88000000001,0.01537428332562373,0.9846257166743763
1960,police,311980.0,0.03833579075581768,0.9616642092441823
2000,manager,18670223.0,0.38517461735727526,0.6148253826427247
1910,police,84977.0,0.004718923944126058,0.9952810760558739
2011,smith,162438.0,0.03838387569411098,0.961616124305889
2011,pharmacist,294488.0,0.5361576702616065,0.4638423297383934
1930,tailor,181448.50999999986,0.13929797494617085,0.8607020250538292
2010,fireperson,417410.0,0.05501784815888455,0.9449821518411154
2015,mailperson,714717.0,0.2944102351000466,0.7055897648999534
1950,auctioneer,16642.0,0.18002643912991226,0.8199735608700878
2003,farmer,949534.0,0.1716463022914398,0.8283536977085602
1950,draftsperson,120068.0,0.057175933637605356,0.9428240663623947
2015,waitstaff,2952463.0,0.7129759119758656,0.2870240880241344
1880,guard,22630.559999999998,0.0062853062407647,0.9937146937592353
2002,salesperson,2465441.0,0.4548979269834484,0.5451020730165516
1880,mathematician,10.03,0.0,1.0
1950,molder,62585.0,0.007142286490373092,0.9928577135096269
2006,operator,1903311.0,0.42416399632009694,0.5758360036799031
2000,dentist,172238.0,0.17949000801216922,0.8205099919878308
1920,smith,69669.47000000002,0.001347649120913364,0.9986523508790867
2007,paperhanger,12276.0,0.30360052134245685,0.6963994786575431
2003,postmaster,47276.0,0.5211735341399442,0.47882646586005584
1980,clergy,370440.0,0.1502537522945686,0.8497462477054314
1930,housekeeper,2458151.7999999523,0.9458211287032793,0.05417887129672069
2006,plumber,746762.0,0.019415824586682236,0.9805841754133178
2001,newsperson,806320.0,0.568770463339617,0.431229536660383
1860,huckster,22339.439999999995,0.06244158313726756,0.9375584168627324
2011,electrician,925206.0,0.022297736936422806,0.9777022630635772
2001,lumberjack,73335.0,0.1313151973818777,0.8686848026181223
1940,tradesperson,2236544.0,0.025296618354031936,0.974703381645968
1880,surveyor,4457.1900000000005,0.0022458095795781646,0.9977541904204218
1910,auctioneer,3710.0,0.0,1.0
1950,musician,175860.0,0.5269361992494029,0.47306380075059706
2002,paperhanger,22334.0,0.34481060266857705,0.6551893973314229
2001,conductor,59079.0,0.05382623267150764,0.9461737673284923
2015,geologist,83382.0,0.2995250773548248,0.7004749226451752
1970,photographer,160100.0,0.20174890693316677,0.7982510930668333
1990,bailiff,134475.0,0.19140360661833056,0.8085963933816694
2004,shoemaker,291991.0,0.04900151032052358,0.9509984896794764
1930,typesetter,186418.1000000024,0.05794179856998787,0.9420582014300122
1880,statistician,20.009999999999998,0.4997501249375313,0.5002498750624688
2002,cabinetmaker,93184.0,0.0788332760989011,0.9211667239010989
1950,sailor,59697.0,0.016667504229693285,0.9833324957703067
2015,setter,69630.0,0.024041361482119775,0.9759586385178802
2014,psychologist,212862.0,0.697978032716032,0.302021967283968
1880,blacksmith,173967.99000000386,0.001212751840151716,0.9987872481598482
2009,secretary,5173864.0,0.9513346311383523,0.0486653688616477
2006,engineer,2986425.0,0.1814413554668207,0.8185586445331793
1990,operator,2687059.0,0.5802105573416885,0.4197894426583116
1870,draftsperson,944.78,0.0,1.0
1950,surveyor,27810.0,0.10503416037396619,0.8949658396260338
2010,smith,163472.0,0.0420561319369678,0.9579438680630322
1990,surveyor,120525.0,0.11892138560464634,0.8810786143953536
1940,blacksmith,89625.0,0.0033472803347280333,0.9966527196652719
2011,surveyor,138464.0,0.13925641321932056,0.8607435867806794
1940,sailor,44987.0,0.011114321915219952,0.98888567808478
2006,driver,5171737.0,0.1273854412937085,0.8726145587062916
2015,psychologist,223610.0,0.719238853360762,0.28076114663923796
1930,driver,1075421.830000002,0.006435437525012848,0.9935645624749871
2001,bartender,424443.0,0.5992936625176997,0.40070633748230033
2006,scientist,694124.0,0.3884032247840444,0.6115967752159557
1860,cook,15097.270000000004,0.5210511569310213,0.47894884306897867
2013,broker,2551596.0,0.5875099349583555,0.41249006504164454
1940,bartender,134692.0,0.04926795949276869,0.9507320405072313
1940,engineer,534651.0,0.00977273024833022,0.9902272697516697
2014,salesperson,2303960.0,0.4466462091355753,0.5533537908644247
1880,veterinarian,2579.1499999999987,0.003997441017389452,0.9960025589826106
1950,mailperson,531395.0,0.0707646854035134,0.9292353145964866
1930,setter,92089.42999999951,0.007017960693208803,0.9929820393067912
2010,judge,1153619.0,0.3452821078709695,0.6547178921290304
2001,proprietor,19796402.0,0.3904028115816197,0.6095971884183803
1880,auctioneer,2430.129999999999,0.0,1.0
2007,technician,2884253.0,0.5586593825160275,0.44134061748397246
2011,fireperson,420101.0,0.048697813144934196,0.9513021868550658
2012,nutritionist,100317.0,0.9023894255210981,0.09761057447890188
2014,baker,297645.0,0.5726654235750642,0.4273345764249357
1880,engineer,84713.40000000055,0.001652985242004206,0.9983470147579958
1900,dietitian,19.52,1.0,0.0
1950,clergy,223644.0,0.16748940280087998,0.83251059719912
